datetime,TEMP,PRESSURE,WIND_DIRECTION,WIND_SPEED,HUMIDITY_RELATIVE,Vlinder,PRECIP_QUANTITY,TEMP_SYNOP,community_name,WIND_SPEED_SYNOP,RAD_SYNOP
2020-06-16 01:00:00,18.5,101783,5,0.0,79,vlinder16,0.0,15.0,Stabroek,1.0,0.0
2020-06-16 02:00:00,17.7,101756,295,0.0,78,vlinder16,0.0,14.7,Stabroek,1.0,0.0
2020-06-16 03:00:00,16.8,101726,215,0.0,84,vlinder16,0.0,13.7,Stabroek,1.03,0.0
2020-06-16 04:00:00,17.1,101741,185,3.0,86,vlinder16,0.0,13.4,Stabroek,1.209,2200.0
2020-06-16 05:00:00,17.0,101742,165,2.8,81,vlinder16,0.0,14.6,Stabroek,1.666,142600.0
2020-06-16 06:00:00,17.2,101766,205,6.6,80,vlinder16,0.0,16.4,Stabroek,2.148,411400.0
2020-06-16 07:00:00,18.3,101777,195,8.8,75,vlinder16,0.0,18.5,Stabroek,2.028,967800.0
2020-06-16 08:00:00,19.4,101770,235,9.6,71,vlinder16,0.0,20.2,Stabroek,2.108,1568500.0
2020-06-16 09:00:00,20.6,101739,265,4.7,67,vlinder16,0.0,21.4,Stabroek,3.07,2293300.0
2020-06-16 10:00:00,21.2,101718,155,10.2,61,vlinder16,0.0,22.2,Stabroek,2.573,1985300.0
2020-06-16 11:00:00,21.8,101673,235,6.9,58,vlinder16,0.0,22.3,Stabroek,3.319,2384900.0
2020-06-16 12:00:00,22.3,101640,205,8.4,57,vlinder16,0.0,24.0,Stabroek,2.415,2745300.0
2020-06-16 13:00:00,23.1,101557,205,6.3,53,vlinder16,0.0,23.3,Stabroek,3.177,2534500.0
2020-06-16 14:00:00,23.7,101550,195,6.9,51,vlinder16,0.0,23.3,Stabroek,3.473,1749800.0
2020-06-16 15:00:00,24.4,101502,355,6.8,53,vlinder16,0.0,23.6,Stabroek,1.933,1651800.0
2020-06-16 16:00:00,22.9,101488,355,7.7,64,vlinder16,0.4,21.7,Stabroek,3.945,516200.0
2020-06-16 17:00:00,19.9,101486,15,3.8,81,vlinder16,0.0,19.1,Stabroek,2.187,131200.0
2020-06-16 18:00:00,19.7,101501,345,10.9,80,vlinder16,0.0,18.3,Stabroek,4.359,728900.0
2020-06-16 19:00:00,18.3,101497,25,2.3,83,vlinder16,0.0,17.7,Stabroek,2.339,519300.0
2020-06-16 20:00:00,18.4,101508,25,4.7,83,vlinder16,0.0,17.1,Stabroek,2.48,88800.0
2020-06-16 21:00:00,19.3,101527,125,1.5,78,vlinder16,0.0,16.9,Stabroek,1.278,0.0
2020-06-16 22:00:00,19.2,101537,145,10.1,80,vlinder16,0.0,16.4,Stabroek,1.169,0.0
2020-06-16 23:00:00,18.4,101517,215,0.2,82,vlinder16,0.0,16.3,Stabroek,1.139,0.0
2020-06-17 00:00:00,19.0,101498,145,9.5,81,vlinder16,0.0,16.1,Stabroek,1.0,0.0
2020-06-17 01:00:00,18.7,101471,145,4.6,82,vlinder16,0.0,16.1,Stabroek,1.0,0.0
2020-06-17 02:00:00,17.8,101411,25,2.7,84,vlinder16,0.0,15.5,Stabroek,1.71,0.0
2020-06-17 03:00:00,17.7,101401,145,1.7,85,vlinder16,0.0,15.0,Stabroek,1.0,0.0
2020-06-17 04:00:00,17.3,101408,265,0.0,85,vlinder16,0.0,14.3,Stabroek,1.0,3500.0
2020-06-17 05:00:00,17.4,101417,65,0.4,86,vlinder16,0.0,15.5,Stabroek,1.0,219900.0
2020-06-17 06:00:00,18.6,101426,45,0.6,82,vlinder16,0.0,17.5,Stabroek,1.207,654200.0
2020-06-17 07:00:00,18.7,101448,15,2.8,82,vlinder16,0.0,19.3,Stabroek,2.024,1128000.0
2020-06-17 08:00:00,20.4,101437,25,1.4,76,vlinder16,0.0,19.7,Stabroek,2.222,1294100.0
2020-06-17 09:00:00,21.8,101428,165,4.0,69,vlinder16,0.0,21.7,Stabroek,2.385,1599700.0
2020-06-17 10:00:00,22.6,101402,25,5.7,61,vlinder16,0.0,22.3,Stabroek,2.203,2583800.0
2020-06-17 11:00:00,23.8,101335,25,3.8,59,vlinder16,0.0,23.2,Stabroek,2.847,3014600.0
2020-06-17 12:00:00,23.9,101264,15,3.4,52,vlinder16,0.0,23.8,Stabroek,3.33,2888000.0
2020-06-17 13:00:00,24.2,101198,145,3.4,54,vlinder16,0.0,24.6,Stabroek,3.158,2883500.0
2020-06-17 14:00:00,24.3,101209,25,4.5,55,vlinder16,3.4000000000000004,23.1,Stabroek,3.867,1969100.0
2020-06-17 15:00:00,17.0,101361,195,10.6,87,vlinder16,4.0,18.4,Stabroek,5.751,80100.0
2020-06-17 16:00:00,16.9,101341,265,10.0,90,vlinder16,2.0,16.3,Stabroek,5.533,83400.0
2020-06-17 17:00:00,16.8,101290,245,5.1,91,vlinder16,0.4,16.8,Stabroek,4.365,133600.0
2020-06-17 18:00:00,17.0,101276,355,7.3,89,vlinder16,0.6000000000000001,16.7,Stabroek,3.329,145500.0
2020-06-17 19:00:00,17.2,101198,345,5.1,87,vlinder16,0.0,16.8,Stabroek,3.408,83000.0
2020-06-17 20:00:00,17.6,101203,255,2.0,88,vlinder16,1.2000000000000002,17.0,Stabroek,2.363,36200.0
2020-06-17 21:00:00,16.9,101261,235,5.7,92,vlinder16,11.4,16.8,Stabroek,2.542,0.0
2020-06-17 22:00:00,16.3,101239,265,5.5,93,vlinder16,2.8,16.5,Stabroek,2.96,0.0
2020-06-17 23:00:00,15.9,101182,255,9.0,93,vlinder16,0.8,16.1,Stabroek,3.61,0.0
2020-06-18 00:00:00,15.9,101152,225,9.5,93,vlinder16,0.6000000000000001,15.9,Stabroek,3.096,0.0
2020-06-18 01:00:00,15.4,101117,195,14.4,93,vlinder16,0.4,15.4,Stabroek,4.43,0.0
2020-06-18 02:00:00,15.2,101091,195,14.0,93,vlinder16,0.0,15.1,Stabroek,5.442,0.0
2020-06-18 03:00:00,15.3,101100,215,9.6,92,vlinder16,0.2,15.1,Stabroek,4.217,0.0
2020-06-18 04:00:00,15.1,101135,225,9.3,92,vlinder16,0.0,15.1,Stabroek,4.092,0.0
2020-06-18 05:00:00,15.2,101155,205,12.1,91,vlinder16,0.0,15.2,Stabroek,3.598,33500.0
2020-06-18 06:00:00,15.6,101176,205,10.1,90,vlinder16,0.0,15.4,Stabroek,4.076,221000.0
2020-06-18 07:00:00,16.6,101203,245,9.1,87,vlinder16,0.0,16.4,Stabroek,4.919,980600.0
2020-06-18 08:00:00,17.6,101242,215,7.8,82,vlinder16,0.0,17.8,Stabroek,3.051,1708800.0
2020-06-18 09:00:00,17.8,101282,225,5.4,81,vlinder16,0.0,17.6,Stabroek,4.691,1290300.0
2020-06-18 10:00:00,18.9,101295,175,8.1,75,vlinder16,0.0,19.2,Stabroek,3.981,1836800.0
2020-06-18 11:00:00,19.3,101291,225,8.1,73,vlinder16,0.0,19.4,Stabroek,3.3,1070300.0
2020-06-18 12:00:00,20.4,101267,185,4.8,65,vlinder16,0.0,20.8,Stabroek,2.409,2047000.0
2020-06-18 13:00:00,20.8,101260,195,11.8,66,vlinder16,0.0,20.8,Stabroek,1.972,1105300.0
2020-06-18 14:00:00,21.5,101252,185,7.4,62,vlinder16,0.0,21.7,Stabroek,3.608,1797200.0
2020-06-18 15:00:00,21.7,101285,255,5.7,66,vlinder16,0.0,21.1,Stabroek,2.908,1021200.0
2020-06-18 16:00:00,21.0,101305,195,15.4,60,vlinder16,0.0,21.5,Stabroek,4.966,1178300.0
2020-06-18 17:00:00,19.9,101326,205,8.3,68,vlinder16,0.0,19.9,Stabroek,3.895,1384800.0
2020-06-18 18:00:00,20.4,101338,335,8.1,68,vlinder16,0.0,20.1,Stabroek,5.223,662500.0
2020-06-18 19:00:00,19.1,101401,355,5.7,72,vlinder16,0.0,18.6,Stabroek,3.218,558100.0
2020-06-18 20:00:00,18.2,101448,5,3.9,72,vlinder16,0.0,17.5,Stabroek,1.723,148400.0
2020-06-18 21:00:00,17.8,101511,5,0.6,75,vlinder16,0.0,15.5,Stabroek,1.0,0.0
2020-06-18 22:00:00,17.3,101514,5,2.7,77,vlinder16,0.0,14.5,Stabroek,1.0,0.0
2020-06-18 23:00:00,17.2,101528,145,0.0,82,vlinder16,0.0,13.6,Stabroek,1.179,0.0
2020-06-19 00:00:00,17.1,101541,175,0.2,84,vlinder16,0.0,13.6,Stabroek,1.088,0.0
2020-06-19 01:00:00,16.7,101565,225,0.0,85,vlinder16,0.0,12.9,Stabroek,1.0,0.0
2020-06-19 02:00:00,16.5,101533,185,3.8,87,vlinder16,0.0,12.4,Stabroek,1.0,0.0
2020-06-19 03:00:00,16.1,101568,185,4.7,86,vlinder16,0.0,11.9,Stabroek,1.0,0.0
2020-06-19 04:00:00,15.1,101607,185,4.6,86,vlinder16,0.0,12.6,Stabroek,1.488,4200.0
2020-06-19 05:00:00,15.0,101632,205,5.5,87,vlinder16,0.0,14.7,Stabroek,3.117,192400.0
2020-06-19 06:00:00,16.0,101634,215,11.0,83,vlinder16,0.0,15.7,Stabroek,4.002,681300.0
2020-06-19 07:00:00,17.1,101680,225,10.2,80,vlinder16,0.0,17.4,Stabroek,2.792,1229300.0
2020-06-19 08:00:00,18.4,101702,225,12.3,73,vlinder16,0.0,18.6,Stabroek,3.552,1811500.0
2020-06-19 09:00:00,18.6,101742,235,14.4,73,vlinder16,0.0,19.1,Stabroek,4.474,1863200.0
2020-06-19 10:00:00,18.9,101777,225,14.1,70,vlinder16,0.0,19.1,Stabroek,5.264,2038500.0
2020-06-19 11:00:00,19.7,101797,225,11.7,67,vlinder16,0.0,19.8,Stabroek,4.728,2828000.0
2020-06-19 12:00:00,19.7,101812,205,14.2,67,vlinder16,0.0,19.5,Stabroek,4.979,1703400.0
2020-06-19 13:00:00,20.2,101814,205,15.2,62,vlinder16,0.0,20.5,Stabroek,3.7,1750700.0
2020-06-19 14:00:00,21.2,101826,215,13.5,60,vlinder16,0.0,21.3,Stabroek,4.337,2521200.0
2020-06-19 15:00:00,20.1,101887,305,14.4,69,vlinder16,0.0,21.0,Stabroek,3.736,1405000.0
2020-06-19 16:00:00,18.9,101928,305,8.6,73,vlinder16,0.0,18.0,Stabroek,5.847,1183000.0
2020-06-19 17:00:00,19.3,101935,275,3.9,73,vlinder16,0.0,18.4,Stabroek,3.842,938400.0
2020-06-19 18:00:00,19.8,101942,255,3.2,73,vlinder16,0.0,18.7,Stabroek,2.261,1019600.0
2020-06-19 19:00:00,18.7,101985,345,8.5,75,vlinder16,0.0,17.8,Stabroek,2.672,423900.0
2020-06-19 20:00:00,18.0,102033,325,3.6,72,vlinder16,0.0,17.2,Stabroek,3.024,110500.0
2020-06-19 21:00:00,17.8,102093,305,3.8,72,vlinder16,0.0,16.3,Stabroek,1.533,1000.0
2020-06-19 22:00:00,17.5,102146,225,3.6,78,vlinder16,0.0,16.1,Stabroek,2.781,0.0
2020-06-19 23:00:00,16.6,102180,255,4.6,71,vlinder16,0.0,15.6,Stabroek,3.835,0.0
2020-06-20 00:00:00,15.9,102194,255,6.6,69,vlinder16,0.0,15.1,Stabroek,5.441,0.0
2020-06-20 01:00:00,15.1,102214,235,5.3,75,vlinder16,0.0,14.8,Stabroek,5.071,0.0
2020-06-20 02:00:00,14.3,102206,225,7.8,76,vlinder16,0.0,14.2,Stabroek,3.972,0.0
2020-06-20 03:00:00,13.6,102225,235,7.9,79,vlinder16,8.8,13.7,Stabroek,3.546,0.0
2020-06-20 04:00:00,13.2,102247,225,8.5,81,vlinder16,0.0,12.7,Stabroek,2.819,2900.0
2020-06-20 05:00:00,13.6,102261,225,8.3,79,vlinder16,0.0,14.0,Stabroek,3.166,204000.0
2020-06-20 06:00:00,15.1,102293,245,9.6,77,vlinder16,0.0,15.3,Stabroek,5.115,693100.0
2020-06-20 07:00:00,16.0,102332,245,8.3,75,vlinder16,0.0,16.2,Stabroek,3.484,1307000.0
2020-06-20 08:00:00,17.1,102363,245,5.9,73,vlinder16,0.0,16.7,Stabroek,2.492,1211300.0
2020-06-20 09:00:00,18.0,102383,235,7.3,69,vlinder16,0.0,17.9,Stabroek,2.037,1885600.0
2020-06-20 10:00:00,18.5,102389,245,6.7,68,vlinder16,0.0,18.2,Stabroek,3.095,1614900.0
2020-06-20 11:00:00,19.2,102382,275,5.2,64,vlinder16,0.0,18.2,Stabroek,2.814,1101300.0
2020-06-20 12:00:00,20.0,102370,245,3.4,61,vlinder16,0.0,20.4,Stabroek,2.465,2251400.0
2020-06-20 13:00:00,20.6,102347,335,5.8,55,vlinder16,0.0,20.9,Stabroek,2.76,2600200.0
2020-06-20 14:00:00,21.4,102325,305,3.6,54,vlinder16,0.0,21.5,Stabroek,2.625,2929700.0
2020-06-20 15:00:00,21.8,102296,185,1.8,56,vlinder16,0.0,21.6,Stabroek,2.576,2387500.0
2020-06-20 16:00:00,22.2,102250,315,6.7,54,vlinder16,0.0,21.4,Stabroek,2.57,2215200.0
2020-06-20 17:00:00,22.0,102224,145,1.2,57,vlinder16,0.0,21.5,Stabroek,2.52,1690800.0
2020-06-20 18:00:00,20.8,102227,5,8.9,61,vlinder16,0.0,20.3,Stabroek,2.717,676300.0
2020-06-20 19:00:00,20.7,102228,355,5.8,63,vlinder16,0.0,19.8,Stabroek,1.976,360200.0
2020-06-20 20:00:00,20.0,102241,5,4.9,65,vlinder16,0.0,18.6,Stabroek,2.27,116600.0
2020-06-20 21:00:00,19.1,102257,5,1.1,70,vlinder16,0.0,16.5,Stabroek,1.008,0.0
2020-06-20 22:00:00,18.5,102256,45,1.5,71,vlinder16,0.0,15.3,Stabroek,1.095,0.0
2020-06-20 23:00:00,18.5,102234,45,2.5,70,vlinder16,0.0,13.7,Stabroek,1.0,0.0
2020-06-21 00:00:00,19.0,102215,145,9.9,70,vlinder16,0.0,14.1,Stabroek,1.386,0.0
2020-06-21 01:00:00,18.4,102157,135,18.4,72,vlinder16,0.0,14.2,Stabroek,1.656,0.0
2020-06-21 02:00:00,18.3,102121,145,13.5,73,vlinder16,0.0,14.0,Stabroek,1.594,0.0
2020-06-21 03:00:00,17.8,102084,165,7.7,75,vlinder16,0.0,14.0,Stabroek,1.996,0.0
2020-06-21 04:00:00,17.2,102057,155,11.9,74,vlinder16,0.0,13.5,Stabroek,1.767,3800.0
2020-06-21 05:00:00,16.8,102058,165,9.2,75,vlinder16,0.0,14.7,Stabroek,1.966,195600.0
2020-06-21 06:00:00,17.9,102053,175,9.6,72,vlinder16,0.0,17.2,Stabroek,3.209,767200.0
2020-06-21 07:00:00,18.0,102051,185,6.9,75,vlinder16,0.0,18.3,Stabroek,2.951,860700.0
2020-06-21 08:00:00,19.1,102050,175,6.6,74,vlinder16,0.0,19.2,Stabroek,2.958,788500.0
2020-06-21 09:00:00,20.7,102023,175,14.3,68,vlinder16,0.0,21.5,Stabroek,3.606,2103500.0
2020-06-21 10:00:00,22.0,101995,185,14.3,63,vlinder16,0.0,22.2,Stabroek,6.2,2196700.0
2020-06-21 11:00:00,22.2,101978,185,16.5,60,vlinder16,0.0,22.5,Stabroek,6.102,2683500.0
2020-06-21 12:00:00,22.6,101995,205,22.1,57,vlinder16,0.0,22.8,Stabroek,6.462,2014400.0
2020-06-21 13:00:00,22.3,102025,195,21.9,59,vlinder16,0.0,22.8,Stabroek,7.004,1743200.0
2020-06-21 14:00:00,21.6,102057,225,16.0,59,vlinder16,0.0,21.6,Stabroek,4.992,772400.0
2020-06-21 15:00:00,21.8,102055,235,14.1,57,vlinder16,0.0,21.6,Stabroek,5.55,653000.0
2020-06-21 16:00:00,21.3,102077,245,11.7,66,vlinder16,0.0,21.9,Stabroek,5.217,1475600.0
2020-06-21 17:00:00,20.4,102087,225,12.9,75,vlinder16,0.0,21.0,Stabroek,5.308,915500.0
2020-06-21 18:00:00,19.1,102119,195,12.6,80,vlinder16,0.0,19.1,Stabroek,4.266,209500.0
2020-06-21 19:00:00,18.8,102108,195,9.8,83,vlinder16,0.0,18.9,Stabroek,4.098,222900.0
2020-06-21 20:00:00,18.7,102199,215,9.4,85,vlinder16,0.2,18.6,Stabroek,3.704,42100.0
2020-06-21 21:00:00,16.8,102272,205,7.2,78,vlinder16,0.0,17.3,Stabroek,5.08,0.0
2020-06-21 22:00:00,15.8,102340,215,10.6,74,vlinder16,0.0,15.7,Stabroek,3.867,0.0
2020-06-21 23:00:00,14.7,102383,5,11.9,80,vlinder16,0.0,14.2,Stabroek,3.763,0.0
2020-06-22 00:00:00,14.0,102417,5,9.0,79,vlinder16,0.0,14.1,Stabroek,3.828,0.0
2020-06-22 01:00:00,13.7,102455,5,9.1,80,vlinder16,0.0,13.4,Stabroek,3.302,0.0
2020-06-22 02:00:00,13.7,102472,5,9.1,80,vlinder16,0.0,12.9,Stabroek,2.302,0.0
2020-06-22 03:00:00,13.7,102484,5,9.1,80,vlinder16,0.0,13.1,Stabroek,2.639,0.0
2020-06-22 04:00:00,13.7,102554,5,9.1,80,vlinder16,0.0,13.2,Stabroek,2.544,6400.0
2020-06-22 05:00:00,13.7,102591,5,9.1,80,vlinder16,0.0,14.0,Stabroek,2.65,185500.0
2020-06-22 06:00:00,15.0,102654,245,5.9,88,vlinder16,0.0,15.7,Stabroek,1.884,654300.0
2020-06-22 07:00:00,17.2,102713,245,5.8,80,vlinder16,0.0,17.6,Stabroek,2.203,1227000.0
2020-06-22 08:00:00,18.7,102749,305,5.8,67,vlinder16,0.0,19.2,Stabroek,2.241,1789100.0
2020-06-22 09:00:00,19.3,102775,305,5.7,66,vlinder16,0.0,19.3,Stabroek,2.082,2236100.0
2020-06-22 10:00:00,20.2,102802,235,6.1,63,vlinder16,0.0,20.1,Stabroek,3.136,2612200.0
2020-06-22 11:00:00,20.7,102834,245,6.0,58,vlinder16,0.0,20.7,Stabroek,3.761,2578500.0
2020-06-22 12:00:00,20.8,102842,295,8.3,57,vlinder16,0.0,20.5,Stabroek,3.616,2936500.0
2020-06-22 13:00:00,20.8,102856,345,8.6,57,vlinder16,0.0,20.8,Stabroek,4.3,3021000.0
2020-06-22 14:00:00,21.6,102802,315,6.1,53,vlinder16,0.0,21.3,Stabroek,3.72,3025500.0
2020-06-22 15:00:00,21.3,102777,315,14.2,53,vlinder16,0.0,21.4,Stabroek,3.413,2665300.0
2020-06-22 16:00:00,21.5,102749,325,9.7,53,vlinder16,0.0,21.6,Stabroek,2.551,2224300.0
2020-06-22 17:00:00,21.1,102711,345,11.2,55,vlinder16,0.0,21.1,Stabroek,3.29,1691800.0
2020-06-22 18:00:00,21.3,102701,335,6.2,54,vlinder16,0.0,20.8,Stabroek,2.758,1128300.0
2020-06-22 19:00:00,20.6,102690,345,7.4,56,vlinder16,0.0,19.9,Stabroek,2.382,568500.0
2020-06-22 20:00:00,19.8,102689,355,3.9,59,vlinder16,0.0,18.5,Stabroek,2.404,145700.0
2020-06-22 21:00:00,18.9,102718,355,2.0,57,vlinder16,0.0,17.0,Stabroek,1.498,0.0
2020-06-22 22:00:00,18.2,102746,5,1.7,60,vlinder16,0.0,14.5,Stabroek,1.0,0.0
2020-06-22 23:00:00,17.6,102760,345,2.4,62,vlinder16,0.0,12.6,Stabroek,1.0,0.0
2020-06-23 00:00:00,16.8,102766,335,3.2,69,vlinder16,0.0,12.1,Stabroek,1.475,0.0
2020-06-23 01:00:00,16.5,102770,335,0.5,72,vlinder16,0.0,11.6,Stabroek,1.0,0.0
2020-06-23 02:00:00,16.2,102724,25,0.4,73,vlinder16,0.0,10.8,Stabroek,1.0,0.0
2020-06-23 03:00:00,16.7,102701,155,2.0,72,vlinder16,0.0,11.0,Stabroek,1.0,0.0
2020-06-23 04:00:00,17.4,102717,155,8.2,72,vlinder16,0.0,10.4,Stabroek,0.0,5100.0
2020-06-23 05:00:00,16.9,102725,175,2.9,75,vlinder16,0.0,12.7,Stabroek,0.0,193400.0
2020-06-23 06:00:00,17.7,102745,175,1.8,72,vlinder16,0.0,16.2,Stabroek,1.105,660500.0
2020-06-23 07:00:00,18.8,102745,165,4.6,69,vlinder16,0.0,18.7,Stabroek,1.481,1218500.0
2020-06-23 08:00:00,20.9,102758,195,3.6,64,vlinder16,0.0,21.5,Stabroek,1.348,1753000.0
2020-06-23 09:00:00,21.9,102738,185,3.8,55,vlinder16,0.0,22.5,Stabroek,1.205,2249700.0
2020-06-23 10:00:00,23.3,102731,145,3.3,51,vlinder16,0.0,23.3,Stabroek,1.106,2626400.0
2020-06-23 11:00:00,24.2,102724,135,2.3,50,vlinder16,0.0,24.2,Stabroek,1.0,2913200.0
2020-06-23 12:00:00,23.9,102689,155,4.3,51,vlinder16,0.0,24.9,Stabroek,1.346,3092100.0
2020-06-23 13:00:00,24.6,102643,155,1.1,51,vlinder16,0.0,25.3,Stabroek,1.939,3077800.0
2020-06-23 14:00:00,26.3,102606,285,4.1,47,vlinder16,0.0,26.0,Stabroek,3.539,2876800.0
2020-06-23 15:00:00,26.1,102553,355,8.6,47,vlinder16,0.0,26.5,Stabroek,2.603,2580800.0
2020-06-23 16:00:00,26.5,102506,345,9.2,46,vlinder16,0.0,26.5,Stabroek,1.71,2184000.0
2020-06-23 17:00:00,26.4,102471,345,8.9,49,vlinder16,0.0,26.5,Stabroek,2.116,1664800.0
2020-06-23 18:00:00,26.9,102438,135,2.2,47,vlinder16,0.0,26.0,Stabroek,3.369,1101300.0
2020-06-23 19:00:00,26.5,102422,55,3.4,44,vlinder16,0.0,25.0,Stabroek,2.552,560800.0
2020-06-23 20:00:00,25.0,102456,45,4.1,50,vlinder16,0.0,22.8,Stabroek,1.835,141000.0
2020-06-23 21:00:00,23.8,102478,35,3.6,54,vlinder16,0.0,20.2,Stabroek,1.698,0.0
2020-06-23 22:00:00,23.1,102480,25,3.2,55,vlinder16,0.0,19.3,Stabroek,1.812,0.0
2020-06-23 23:00:00,21.8,102470,35,0.0,60,vlinder16,0.0,19.2,Stabroek,1.92,0.0
2020-06-24 00:00:00,20.9,102473,45,3.3,64,vlinder16,0.0,18.1,Stabroek,1.316,0.0
2020-06-24 01:00:00,20.9,102433,25,4.5,63,vlinder16,0.0,16.8,Stabroek,1.34,0.0
2020-06-24 02:00:00,20.5,102395,25,2.9,63,vlinder16,0.0,16.5,Stabroek,1.195,0.0
2020-06-24 03:00:00,19.5,102407,25,3.3,66,vlinder16,0.0,15.9,Stabroek,1.103,0.0
2020-06-24 04:00:00,18.9,102425,25,3.5,68,vlinder16,0.0,15.6,Stabroek,1.269,6100.0
2020-06-24 05:00:00,18.9,102445,35,2.5,69,vlinder16,0.0,17.5,Stabroek,1.104,199400.0
2020-06-24 06:00:00,20.8,102432,155,2.0,66,vlinder16,0.0,19.7,Stabroek,1.885,666600.0
2020-06-24 07:00:00,21.3,102428,165,7.5,66,vlinder16,0.0,21.4,Stabroek,2.518,1209700.0
2020-06-24 08:00:00,27.2,102418,145,2.2,49,vlinder16,0.0,23.8,Stabroek,2.35,1796300.0
2020-06-24 09:00:00,23.6,102395,155,11.4,59,vlinder16,0.0,25.9,Stabroek,2.467,2277000.0
2020-06-24 10:00:00,24.9,102351,145,7.5,53,vlinder16,0.0,26.6,Stabroek,3.389,2534800.0
2020-06-24 11:00:00,27.6,102316,125,2.9,45,vlinder16,0.0,27.8,Stabroek,3.86,3086500.0
2020-06-24 12:00:00,27.3,102265,155,12.1,43,vlinder16,0.0,28.6,Stabroek,3.202,3110500.0
2020-06-24 13:00:00,28.1,102227,135,4.3,41,vlinder16,0.0,28.8,Stabroek,3.32,2720900.0
2020-06-24 14:00:00,30.0,102185,15,4.6,38,vlinder16,0.0,29.5,Stabroek,2.866,2954900.0
2020-06-24 15:00:00,30.4,102154,25,4.1,38,vlinder16,0.0,29.4,Stabroek,4.196,2770200.0
2020-06-24 16:00:00,30.1,102100,55,3.5,39,vlinder16,0.0,29.6,Stabroek,4.371,2270700.0
2020-06-24 17:00:00,30.1,102086,45,3.9,37,vlinder16,0.0,29.3,Stabroek,3.943,1716800.0
2020-06-24 18:00:00,29.5,102057,25,3.0,40,vlinder16,0.0,28.5,Stabroek,3.961,1160000.0
2020-06-24 19:00:00,28.1,102060,35,4.5,43,vlinder16,0.0,27.5,Stabroek,3.822,610200.0
2020-06-24 20:00:00,26.6,102098,35,3.9,47,vlinder16,0.0,25.3,Stabroek,3.392,157700.0
2020-06-24 21:00:00,25.2,102135,25,5.6,49,vlinder16,0.0,23.5,Stabroek,2.745,0.0
2020-06-24 22:00:00,24.1,102151,25,5.4,49,vlinder16,0.0,21.9,Stabroek,2.395,0.0
2020-06-24 23:00:00,23.0,102127,25,5.4,50,vlinder16,0.0,21.0,Stabroek,2.485,0.0
2020-06-25 00:00:00,22.3,102100,45,5.8,51,vlinder16,0.0,19.9,Stabroek,2.048,0.0
2020-06-25 01:00:00,21.0,102090,45,3.4,57,vlinder16,0.0,18.3,Stabroek,1.803,0.0
2020-06-25 02:00:00,21.7,102045,145,15.4,57,vlinder16,0.0,17.0,Stabroek,1.035,0.0
2020-06-25 03:00:00,21.4,102020,145,16.1,58,vlinder16,0.0,16.3,Stabroek,1.301,0.0
2020-06-25 04:00:00,20.9,102034,5,3.6,62,vlinder16,0.0,15.7,Stabroek,1.574,5900.0
2020-06-25 05:00:00,19.5,102021,5,2.8,61,vlinder16,0.0,17.4,Stabroek,1.422,209200.0
2020-06-25 06:00:00,20.9,102023,145,10.1,64,vlinder16,0.0,20.0,Stabroek,2.163,685200.0
2020-06-25 07:00:00,21.6,102014,145,14.5,61,vlinder16,0.0,22.6,Stabroek,2.499,1255700.0
2020-06-25 08:00:00,22.4,102008,165,10.2,62,vlinder16,0.0,23.9,Stabroek,3.339,1831000.0
2020-06-25 09:00:00,23.6,101984,165,10.0,60,vlinder16,0.0,25.4,Stabroek,3.143,2346600.0
2020-06-25 10:00:00,24.4,101953,135,10.1,60,vlinder16,0.0,26.9,Stabroek,3.383,2747900.0
2020-06-25 11:00:00,27.5,101904,135,4.9,45,vlinder16,0.0,27.3,Stabroek,4.015,3011200.0
2020-06-25 12:00:00,27.1,101830,135,14.9,45,vlinder16,0.0,27.9,Stabroek,3.593,3157300.0
2020-06-25 13:00:00,26.4,101795,145,10.4,51,vlinder16,0.0,28.5,Stabroek,5.068,3143800.0
2020-06-25 14:00:00,27.2,101737,145,18.0,48,vlinder16,0.0,28.8,Stabroek,4.87,2970900.0
2020-06-25 15:00:00,27.1,101673,145,18.1,50,vlinder16,0.0,29.0,Stabroek,4.313,2609000.0
2020-06-25 16:00:00,27.7,101614,155,14.6,49,vlinder16,0.0,29.1,Stabroek,3.171,2165300.0
2020-06-25 17:00:00,27.0,101558,145,12.6,52,vlinder16,0.0,29.0,Stabroek,3.153,1634400.0
2020-06-25 18:00:00,26.3,101535,155,12.3,58,vlinder16,0.0,28.4,Stabroek,3.534,1081500.0
2020-06-25 19:00:00,27.5,101520,145,7.2,50,vlinder16,0.0,27.1,Stabroek,2.294,531200.0
2020-06-25 20:00:00,27.4,101550,145,10.8,51,vlinder16,0.0,25.2,Stabroek,1.58,147600.0
2020-06-25 21:00:00,26.8,101531,145,9.1,53,vlinder16,0.0,23.2,Stabroek,1.912,900.0
2020-06-25 22:00:00,26.1,101461,145,8.6,56,vlinder16,0.0,22.9,Stabroek,2.447,0.0
2020-06-25 23:00:00,25.3,101443,145,16.8,59,vlinder16,0.0,22.9,Stabroek,2.788,0.0
2020-06-26 00:00:00,23.7,101453,145,15.7,66,vlinder16,0.0,22.3,Stabroek,2.022,0.0
2020-06-26 01:00:00,23.1,101428,5,11.0,70,vlinder16,0.0,19.5,Stabroek,1.002,0.0
2020-06-26 02:00:00,22.5,101391,145,6.8,66,vlinder16,0.0,18.4,Stabroek,1.918,0.0
